pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_rade
OGLE-TR-111,b,Transit,4.01610000,0.046890,,0.55000,0.59000,88.250,,163.324625,-61.405639,,15.550,5040.00,0.85,0.83,,,11.781
OGLE-TR-113,b,Transit,1.43247520,0.022890,,1.26000,1.20000,87.800,,163.101667,-61.446806,600.00,14.420,4790.00,0.78,0.77,,,12.251
OGLE-TR-132,b,Transit,1.68986800,0.030350,,1.18000,0.85000,83.400,,162.644667,-61.957194,2500.00,15.720,6210.00,1.30,1.32,,,13.451
OGLE-TR-182,b,Transit,3.97910000,0.051000,0.000000,1.01000,,85.700,,167.327963,-61.095257,,,5924.00,1.14,1.14,,,12.666
OGLE-TR-211,b,Transit,3.67724000,0.051000,0.000000,1.03000,,87.200,,160.059951,-62.455601,,,6325.00,1.33,1.64,,,15.244
OGLE-TR-56,b,Transit,1.21191096,0.019420,0.000000,1.39000,0.68000,73.720,,269.147958,-29.539222,,15.300,6050.00,1.23,1.36,,,15.446
OGLE2-TR-L9,b,Transit,2.48553350,0.030800,,4.50000,,79.800,,166.979921,-61.146263,,,6933.00,1.52,1.53,,,18.046
OGLE235-MOA53,b,Microlensing,,,,2.60000,,,,270.318125,-28.895000,,,,,,,,
Oph 11,b,Imaging,730000.00000000,,,21.00000,,,,245.605057,-24.087208,,,,,,,,
PSR 1257+12,b,Pulsar Timing,25.26200000,0.190000,0.000000,0.00007,,,,195.014903,12.682353,,,,,,,,
PSR 1257+12,c,Pulsar Timing,66.54190000,0.360000,0.018600,0.01300,,53.000,,195.014903,12.682353,,,,,,,,
PSR 1257+12,d,Pulsar Timing,98.21140000,0.460000,0.025200,0.01200,,47.000,,195.014903,12.682353,,,,,,,,
PSR B1620-26,b,Pulsar Timing,36525.00000000,23.000000,,2.50000,,55.000,,245.909262,-26.531594,,,,,,,,
Pr0201,b,Radial Velocity,4.42640000,,0.000000,0.54000,,,,130.432602,20.226891,,,6174.00,1.23,1.17,,,
Pr0211,b,Radial Velocity,2.14510000,,0.000000,1.84400,,,,130.547882,19.277044,,,5326.00,0.95,0.87,,,
Qatar-1,b,Transit,1.42003300,0.023430,0.000000,1.09000,0.91800,83.470,,303.381672,65.162041,,,4861.00,0.85,0.82,,,13.047
Qatar-2,b,Transit,1.33711820,0.021490,0.000000,2.48700,2.20800,88.300,,207.655866,-6.804028,,,4645.00,0.74,0.71,,,12.823
SR 12 AB,c,Imaging,,,,13.00000,,,,246.831299,-24.694553,,,,,,,,
SWEEPS-04,b,Transit,4.20000000,0.055000,,3.80000,,,,269.724667,-29.189056,8500.00,,,1.24,1.18,,,9.079
SWEEPS-11,b,Transit,1.79600000,0.030000,,9.70000,,,,269.758333,-29.198194,8500.00,,,1.10,1.45,,,12.666
TrES-1,b,Transit,3.03006500,0.039250,0.000000,0.75200,0.76900,90.000,,286.041017,36.632649,152.30,11.790,5230.00,0.88,0.81,,,11.960
TrES-2,b,Transit,2.47063000,0.035560,0.000000,1.19900,0.77000,83.620,0,286.808477,49.316407,213.00,11.411,5850.00,0.98,1.00,,,14.258
TrES-3,b,Transit,1.30618581,0.022820,0.000000,1.91000,0.99400,81.850,,268.029292,37.546139,228.00,12.402,5650.00,0.93,0.83,,,14.975
TrES-4,b,Transit,3.55394500,0.050910,0.000000,0.91900,0.20900,82.860,,268.304407,37.211769,492.00,11.592,6200.00,1.40,1.85,,,20.165
TrES-5,b,Transit,1.48224460,0.024460,0.000000,1.77800,1.25000,84.529,,305.221841,59.448788,360.00,,5171.00,0.89,0.87,,,13.552
UScoCTIO 108,b,Imaging,,,,14.00000,,,,241.475320,-18.312332,,,,,,,,
V391 Peg,b,Pulsar Timing,1170.00000000,1.700000,0.000000,3.20000,,,,331.050440,26.418860,,,,,,,,
WASP-1,b,Transit,2.51994490,,0.000000,0.91800,0.32800,88.650,,5.166984,31.989943,408.00,11.790,6110.00,1.30,1.52,,,16.970
WASP-10,b,Transit,3.09276160,0.037810,,3.15000,3.91000,89.500,,348.992912,31.462852,90.00,,4675.00,0.75,0.70,,,11.545
WASP-11/HAT-P-10,b,Transit,3.72247470,0.043500,0.000000,0.48700,0.59400,88.600,,47.368964,30.673594,121.70,,4980.00,0.83,0.79,,,11.265
WASP-12,b,Transit,1.09142300,0.022900,0.049000,1.41000,0.24000,83.100,,97.636640,29.672291,,,6300.00,1.35,1.57,,,20.100
WASP-13,b,Transit,4.35301100,0.053620,0.000000,0.47700,0.22200,85.190,,140.102976,33.882439,155.00,,5826.00,1.09,1.56,,,15.569
WASP-14,b,Transit,2.24375200,0.036000,0.091000,7.34100,4.65600,84.320,,218.276477,21.894714,160.00,,6475.00,1.21,1.31,,,14.360
WASP-15,b,Transit,3.75206560,0.049900,0.000000,0.54200,0.24700,85.500,,208.927939,-32.159607,,,6300.00,1.18,1.48,,,16.010
WASP-16,b,Transit,3.11860090,0.042100,0.000000,0.85500,1.10400,85.220,,214.683032,-20.275484,,,5700.00,1.02,0.95,,,11.300
WASP-17,b,Transit,3.73544170,0.051000,0.129000,0.49000,0.12200,87.800,,239.962306,-28.061733,400.00,,6550.00,1.20,1.38,,,19.500
WASP-18,b,Transit,0.94145299,0.020260,0.009200,10.43000,8.78000,86.000,,24.354311,-45.677887,105.49,9.303,6400.00,1.28,1.23,HD 10069,HIP 7562,13.059
WASP-19,b,Transit,0.78884000,0.016550,0.004600,1.16800,0.58300,79.400,,148.417002,-45.659191,250.00,,5500.00,0.97,0.99,,,15.536
WASP-2,b,Transit,2.15222600,,0.000000,0.91400,0.87000,84.800,,307.725542,6.429536,147.00,11.980,5200.00,0.89,0.84,,,12.520
WASP-21,b,Transit,4.32248200,0.052000,0.000000,0.30000,0.31900,88.750,,347.492721,18.396086,242.00,,5800.00,1.01,1.06,,,11.994
WASP-22,b,Transit,3.53273130,0.046980,0.000000,0.58800,0.50300,88.260,,52.818043,-23.819702,300.00,,5958.00,1.11,1.22,,,12.980
WASP-23,b,Transit,2.94442560,0.037600,0.062000,0.88400,,88.390,,101.127586,-42.761826,,,5150.00,0.78,0.76,,,10.783
WASP-24,b,Transit,2.34121242,0.036510,0.000000,1.07100,0.64800,83.640,,227.215586,2.343304,,,6075.00,1.18,1.33,,,14.571
WASP-25,b,Transit,3.76482500,0.047300,0.000000,0.58000,0.42200,88.000,,195.359879,-27.522200,,,5703.00,1.00,0.92,,,13.675
WASP-26,b,Transit,2.75660040,0.039850,0.000000,1.02800,0.64900,82.910,,4.602897,-15.267305,250.00,,5939.00,1.11,1.30,,,14.359
WASP-28,b,Transit,3.40882100,0.045500,0.046000,0.91000,,89.100,,353.616152,-1.580064,,,,,,,,12.554
WASP-29,b,Transit,3.92272700,0.045700,0.030000,0.24400,0.65000,88.800,,357.879538,-39.906719,70.00,,4800.00,0.82,0.81,,,8.878
WASP-3,b,Transit,1.84683500,0.031510,0.000000,1.76000,1.03700,84.930,,278.631793,35.661533,220.00,,6400.00,1.24,1.31,,,14.500
WASP-31,b,Transit,3.40590960,0.046590,0.000000,0.47800,0.17200,84.410,,169.439021,-19.054773,360.00,,6302.00,1.16,1.25,,,17.363
WASP-32,b,Transit,2.71865900,0.039400,0.018000,3.60000,2.92600,85.300,,3.961682,1.200451,,,6100.00,1.10,1.11,,,13.227
WASP-33,b,Transit,1.21986690,0.025550,,4.10000,,87.670,,36.712746,37.550484,116.14,8.142,7430.00,1.50,1.44,HD 15082,HIP 11397,16.780
WASP-34,b,Transit,4.31767820,0.052400,0.038000,0.59000,0.45200,85.200,,165.399561,-23.860636,120.00,,5700.00,1.01,0.93,,,13.675
WASP-35,b,Transit,3.16157500,0.043170,0.000000,0.72000,0.42600,87.960,,76.081782,-6.229821,,,5990.00,1.07,1.09,,,14.796
WASP-36,b,Transit,1.53736530,0.026430,0.000000,2.30300,1.45800,83.610,,131.580405,-8.026946,450.00,,5959.00,1.04,0.95,,,14.359
WASP-37,b,Transit,3.57746900,0.044600,0.000000,1.80000,1.53000,88.820,,221.943987,1.064966,343.00,,5800.00,0.93,1.00,,,13.002
WASP-38,b,Transit,6.87181500,0.075220,0.031400,2.69100,2.74000,88.690,,243.959845,10.032566,110.00,,6150.00,1.20,1.33,HD 146389,,12.263
WASP-39,b,Transit,4.05525900,0.048600,0.000000,0.28000,0.18600,87.830,,217.326702,-3.444534,230.00,,5400.00,0.93,0.89,,,14.235
WASP-4,b,Transit,1.33823187,0.023120,0.000000,1.23700,0.77400,88.800,,353.562841,-42.061428,300.00,,5500.00,0.93,0.91,,,15.838
WASP-41,b,Transit,3.05240100,0.040200,0.000000,0.92000,0.66500,87.700,,190.618736,-30.639870,180.00,,5450.00,0.93,0.90,,,13.451
WASP-42,b,Transit,4.98168720,0.054800,0.060000,0.50000,0.52800,88.250,,192.981552,-42.073608,160.00,,5200.00,0.88,0.86,,,12.106
WASP-43,b,Transit,0.81347500,0.014200,0.000000,1.78000,2.93900,82.600,,154.908372,-9.806276,80.00,,4400.00,0.58,0.60,,,10.424
WASP-44,b,Transit,2.42380390,0.034730,0.000000,0.88900,0.81100,86.020,,3.903165,-11.938115,,,5410.00,0.95,0.93,,,12.778
WASP-45,b,Transit,3.12608760,0.040540,0.000000,1.00700,0.85100,84.470,,5.237497,-35.998260,,,5140.00,0.91,0.94,,,13.002
WASP-46,b,Transit,1.43037000,0.024480,0.000000,2.10100,1.25000,82.630,,318.736981,-55.871780,,,5620.00,0.96,0.92,,,14.684
WASP-47,b,Transit,4.15913990,0.052000,0.110000,1.14000,0.98400,89.200,,331.203033,-12.018885,200.00,,5350.00,1.08,1.15,,,12.890
WASP-48,b,Transit,2.14363400,0.034440,0.000000,0.98000,0.27900,80.090,,291.162330,55.473160,,,5920.00,1.19,1.75,,,18.719
WASP-49,b,Transit,2.78173870,0.037900,0.000000,0.37800,0.36300,84.890,,91.089424,-16.965294,170.00,,5600.00,0.94,0.98,,,12.498
WASP-5,b,Transit,1.62843142,0.027020,0.000000,1.56800,1.22400,85.580,,359.348991,-41.277149,300.00,,5700.00,1.00,1.08,,,13.081
WASP-50,b,Transit,1.95509590,0.029450,0.009000,1.46800,1.27400,84.740,,43.688073,-10.898080,230.00,,5400.00,0.89,0.84,,,12.924
WASP-55,b,Transit,4.46563300,0.053300,0.200000,0.57000,0.34600,89.200,,203.758118,-17.503464,330.00,,5960.00,1.01,1.06,,,14.572
WASP-6,b,Transit,3.36100600,0.042100,0.054000,0.50300,0.35900,88.470,,348.157246,-22.673937,,,5450.00,0.88,0.87,,,13.720
WASP-61,b,Transit,3.85590000,0.051400,0.260000,2.06000,1.42300,89.350,,75.299660,-26.054144,480.00,,6320.00,1.22,1.36,,,13.899
WASP-62,b,Transit,4.41195300,0.056700,0.210000,0.57000,0.27900,88.300,,87.139961,-63.988434,160.00,,6280.00,1.25,1.28,,,15.581
WASP-63,b,Transit,4.37809000,0.057400,0.220000,0.38000,0.17300,87.800,,94.336433,-38.323257,330.00,,5570.00,1.32,1.88,,,16.029
WASP-66,b,Transit,4.08605200,0.054600,0.110000,2.32000,1.14400,85.900,,158.224960,-34.989845,380.00,,6580.00,1.30,1.75,,,15.581
WASP-67,b,Transit,4.61442000,0.051700,0.200000,0.42000,0.21300,85.800,,295.743835,-19.949596,225.00,,5240.00,0.87,0.87,,,15.693
WASP-7,b,Transit,4.95465800,0.061800,0.000000,0.96000,0.54500,89.600,,311.042609,-39.225273,140.00,,6400.00,1.28,1.43,HD 197286,,14.908
WASP-78,b,Transit,2.17517632,0.036200,0.000000,0.89000,0.23940,83.200,,63.756241,-22.116434,550.00,,6100.00,1.17,1.60,,,19.055
WASP-79,b,Transit,3.66238660,0.053500,0.000000,0.90000,2.77970,83.300,,66.370903,-30.600445,240.00,,6600.00,1.38,1.53,,,23.427
WASP-8,b,Transit,8.15871500,0.080100,0.310000,2.24400,,88.550,,359.900292,-35.031391,87.00,,5600.00,1.03,0.94,,,11.630
XO-1,b,Transit,3.94150685,0.049000,0.000000,0.92000,0.64000,88.800,,240.549334,28.169564,172.00,11.190,5750.00,1.03,0.94,,,13.563
XO-2,b,Transit,2.61586400,0.036800,,0.56500,,,,117.026951,50.225815,148.00,11.180,5340.00,0.97,0.98,,,11.164
XO-3,b,Transit,3.19152390,0.045400,0.260000,11.79000,8.10000,84.200,,65.469581,57.817181,174.00,,6429.00,1.21,1.38,,,13.641
XO-4,b,Transit,4.12502000,0.055500,0.000000,1.72000,,88.700,,110.388223,58.268108,293.00,,6397.00,1.32,1.56,,,15.020
XO-5,b,Transit,4.18775700,0.048800,,1.05900,0.96000,86.700,,116.716527,39.094578,260.00,,5370.00,0.88,1.08,,,12.431
alpha Ari,b,Radial Velocity,380.80000000,1.200000,0.250000,1.80000,,,,31.793364,23.462423,20.21,2.000,4553.00,1.50,13.90,HD 12929,HIP 9884,
beta Pic,b,Imaging,6000.00000000,8.000000,,8.00000,,,,86.821198,-51.066513,19.28,3.850,7950.00,1.80,1.50,HD 39060,HIP 27321,
eps Eridani,b,Radial Velocity,2502.00000000,3.390000,0.702000,1.55000,,30.100,,53.232685,-9.458262,3.22,3.730,,0.83,,HD 22049,HIP 16537,
eps Tau,b,Radial Velocity,594.90000000,1.930000,0.151000,7.60000,,,,67.154167,19.180431,47.53,3.540,4901.00,2.70,13.70,HD 28305,HIP 20889,
epsilon CrB,b,Radial Velocity,417.90000000,1.300000,0.110000,6.70000,,,,239.396881,26.877880,70.42,4.150,4440.00,,22.02,HD 143107,HIP 78159,
gamma 1 Leo,b,Radial Velocity,428.50000000,1.190000,0.144000,8.78000,,,,154.993149,19.841488,38.52,1.980,4330.00,1.23,31.88,HD 89484,HIP 50583A,
gamma Cephei,b,Radial Velocity,903.30000000,2.050000,0.049000,1.85000,,,,354.836884,77.632278,13.79,3.210,4888.00,1.40,4.90,HD 222404,HIP 116727,
kappa CrB,b,Radial Velocity,1251.00000000,2.600000,0.073000,1.60000,,,,237.808044,35.657383,31.12,4.820,4877.00,1.51,5.00,HD 142091,HIP 77655,
ksi Aql,b,Radial Velocity,136.75000000,0.680000,0.000000,2.80000,,,,298.562012,8.461452,62.66,4.680,4750.00,,11.57,HD 188310,HIP 97938,
nu Oph,b,Radial Velocity,530.32000000,1.900000,0.125600,24.00000,,,,269.756622,-9.773632,46.84,3.340,4928.00,3.04,15.10,HD 163917,HIP 88048,
nu Oph,c,Radial Velocity,3186.00000000,6.100000,0.165000,27.00000,,,,269.756622,-9.773632,46.84,3.340,4928.00,3.04,15.10,HD 163917,HIP 88048,
omicron CrB,b,Radial Velocity,187.83000000,0.830000,0.191000,1.50000,,,,230.035660,29.616209,84.03,5.510,4749.00,2.13,10.50,HD 136512,HIP 75049,
omicron UMa,b,Radial Velocity,1630.00000000,3.900000,0.130000,4.10000,,,,127.566124,60.718170,56.31,3.360,5242.00,3.09,14.10,HD 71369,HIP 41704,
rho CrB,b,Radial Velocity,39.84500000,0.220000,0.040000,1.04000,,,,240.261093,33.303509,17.43,5.400,5890.00,1.11,1.26,HD 143761,HIP 78459,
tau Boo,b,Radial Velocity,3.31350000,0.046000,0.018000,3.90000,,,,206.815598,17.456905,15.60,4.500,6370.00,1.27,1.43,HD 120136,HIP 67275,
ups And,b,Radial Velocity,4.61703300,0.059222,0.021500,0.68760,,,,24.199345,41.405460,13.47,4.100,6120.00,1.19,1.62,HD 9826,HIP 7513,
ups And,c,Radial Velocity,241.25800000,0.827774,0.259600,1.98100,,,,24.199345,41.405460,13.47,4.100,6120.00,1.19,1.62,HD 9826,HIP 7513,
ups And,d,Radial Velocity,1276.46000000,2.513290,0.298700,4.13200,,,,24.199345,41.405460,13.47,4.100,6120.00,1.19,1.62,HD 9826,HIP 7513,
ups And,e,Radial Velocity,3848.86000000,5.245580,0.005360,1.05900,,,,24.199345,41.405460,13.47,4.100,6120.00,1.19,1.62,HD 9826,HIP 7513,
